Run,Assay Type,AvgSpotLen,Bases,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_store_temp,Sample Name,Sample_name,SRA Study,temp
DRR715279,AMPLICON,246,24178,SAMD01603970,MIMS.me.miscellaneous,97792,KYOTO UNIVERSITY,2023-02-05,public,sra,"gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695300,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0501,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:01:00Z,1,-20,SAMD01603970,HS3_W_0501,DRP017300,30
DRR715280,AMPLICON,246,1348918,SAMD01603971,MIMS.me.miscellaneous,997161,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695301,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0502,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:02:00Z,1,-20,SAMD01603971,HS3_W_0502,DRP017300,30
DRR715281,AMPLICON,246,1863600,SAMD01603972,MIMS.me.miscellaneous,1219340,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695302,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0503,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:00:00Z,1,-20,SAMD01603972,HS3_W_0503,DRP017300,30
DRR715282,AMPLICON,246,1521512,SAMD01603973,MIMS.me.miscellaneous,1057353,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695303,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0504,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:45:00Z,1,-20,SAMD01603973,HS3_W_0504,DRP017300,30
DRR715283,AMPLICON,246,1651486,SAMD01603974,MIMS.me.miscellaneous,1133432,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695304,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0505,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:01:00Z,1,-20,SAMD01603974,HS3_W_0505,DRP017300,30
DRR715284,AMPLICON,246,1373660,SAMD01603975,MIMS.me.miscellaneous,1008759,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695305,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0506,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:33:00Z,1,-20,SAMD01603975,HS3_W_0506,DRP017300,30
DRR715285,AMPLICON,246,2197313,SAMD01603976,MIMS.me.miscellaneous,1493098,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695306,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0507,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:56:00Z,1,-20,SAMD01603976,HS3_W_0507,DRP017300,30
DRR715286,AMPLICON,246,1284946,SAMD01603977,MIMS.me.miscellaneous,960685,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695307,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0508,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:06:00Z,1,-20,SAMD01603977,HS3_W_0508,DRP017300,30
DRR715287,AMPLICON,246,1530726,SAMD01603978,MIMS.me.miscellaneous,1063121,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695308,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0509,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:32:00Z,1,-20,SAMD01603978,HS3_W_0509,DRP017300,30
DRR715288,AMPLICON,246,1741692,SAMD01603979,MIMS.me.miscellaneous,1216401,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695309,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0510,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:31:00Z,1,-20,SAMD01603979,HS3_W_0510,DRP017300,30
DRR715289,AMPLICON,246,1453024,SAMD01603980,MIMS.me.miscellaneous,974415,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695310,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0511,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:43:00Z,1,-20,SAMD01603980,HS3_W_0511,DRP017300,30
DRR715290,AMPLICON,246,1637947,SAMD01603981,MIMS.me.miscellaneous,1047401,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695311,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0512,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:48:00Z,1,-20,SAMD01603981,HS3_W_0512,DRP017300,30
DRR715291,AMPLICON,246,892505,SAMD01603982,MIMS.me.miscellaneous,719969,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695312,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0513,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:00:00Z,1,-20,SAMD01603982,HS3_W_0513,DRP017300,30
DRR715292,AMPLICON,246,1587840,SAMD01603983,MIMS.me.miscellaneous,1046737,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695313,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0514,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:00:00Z,1,-20,SAMD01603983,HS3_W_0514,DRP017300,30
DRR715293,AMPLICON,246,969032,SAMD01603984,MIMS.me.miscellaneous,802836,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695314,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0515,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:56:00Z,1,-20,SAMD01603984,HS3_W_0515,DRP017300,30
DRR715294,AMPLICON,246,1677201,SAMD01603985,MIMS.me.miscellaneous,1121018,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695315,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0516,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:50:00Z,1,-20,SAMD01603985,HS3_W_0516,DRP017300,30
DRR715295,AMPLICON,246,1205522,SAMD01603986,MIMS.me.miscellaneous,821955,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695316,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0517,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:59:00Z,1,-20,SAMD01603986,HS3_W_0517,DRP017300,30
DRR715296,AMPLICON,246,2349105,SAMD01603987,MIMS.me.miscellaneous,1637252,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695317,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0518,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:45:00Z,1,-20,SAMD01603987,HS3_W_0518,DRP017300,30
DRR715297,AMPLICON,246,1465138,SAMD01603988,MIMS.me.miscellaneous,959100,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695318,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0519,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:42:00Z,1,-20,SAMD01603988,HS3_W_0519,DRP017300,30
DRR715298,AMPLICON,246,1215306,SAMD01603989,MIMS.me.miscellaneous,811717,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695319,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0520,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:04:00Z,1,-20,SAMD01603989,HS3_W_0520,DRP017300,30
DRR715299,AMPLICON,246,1618869,SAMD01603990,MIMS.me.miscellaneous,1192256,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695320,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0521,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:05:00Z,1,-20,SAMD01603990,HS3_W_0521,DRP017300,30
DRR715300,AMPLICON,246,1306625,SAMD01603991,MIMS.me.miscellaneous,863707,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695321,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0522,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:44:00Z,1,-20,SAMD01603991,HS3_W_0522,DRP017300,30
DRR715301,AMPLICON,246,1118985,SAMD01603992,MIMS.me.miscellaneous,760197,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695322,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0523,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:56:00Z,1,-20,SAMD01603992,HS3_W_0523,DRP017300,30
DRR715302,AMPLICON,246,1436565,SAMD01603993,MIMS.me.miscellaneous,949291,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695323,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0524,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:54:00Z,1,-20,SAMD01603993,HS3_W_0524,DRP017300,30
DRR715303,AMPLICON,246,1351752,SAMD01603994,MIMS.me.miscellaneous,902554,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695324,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0525,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:55:00Z,1,-20,SAMD01603994,HS3_W_0525,DRP017300,30
DRR715304,AMPLICON,246,1646251,SAMD01603995,MIMS.me.miscellaneous,1082335,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695325,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0526,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:30:00Z,1,-20,SAMD01603995,HS3_W_0526,DRP017300,30
DRR715305,AMPLICON,246,1106906,SAMD01603996,MIMS.me.miscellaneous,766920,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695326,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0527,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:49:00Z,1,-20,SAMD01603996,HS3_W_0527,DRP017300,30
DRR715306,AMPLICON,246,1218631,SAMD01603997,MIMS.me.miscellaneous,928586,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695327,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0528,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:53:00Z,1,-20,SAMD01603997,HS3_W_0528,DRP017300,30
DRR715307,AMPLICON,246,1608436,SAMD01603998,MIMS.me.miscellaneous,1179181,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695328,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0529,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:55:00Z,1,-20,SAMD01603998,HS3_W_0529,DRP017300,30
DRR715308,AMPLICON,246,1235294,SAMD01603999,MIMS.me.miscellaneous,812002,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695329,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0530,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:05:00Z,1,-20,SAMD01603999,HS3_W_0530,DRP017300,30
DRR715309,AMPLICON,246,1567147,SAMD01604000,MIMS.me.miscellaneous,1077195,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695330,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0531,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:45:00Z,1,-20,SAMD01604000,HS3_W_0531,DRP017300,30
DRR715310,AMPLICON,246,1245771,SAMD01604001,MIMS.me.miscellaneous,855280,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695331,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0532,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:48:00Z,1,-20,SAMD01604001,HS3_W_0532,DRP017300,30
DRR715311,AMPLICON,246,1058696,SAMD01604002,MIMS.me.miscellaneous,738898,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695332,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0533,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:48:00Z,1,-20,SAMD01604002,HS3_W_0533,DRP017300,30
DRR715312,AMPLICON,246,1410698,SAMD01604003,MIMS.me.miscellaneous,946304,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695333,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0534,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:42:00Z,1,-20,SAMD01604003,HS3_W_0534,DRP017300,30
DRR715313,AMPLICON,246,1326683,SAMD01604004,MIMS.me.miscellaneous,949410,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695334,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0535,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:45:00Z,1,-20,SAMD01604004,HS3_W_0535,DRP017300,30
DRR715314,AMPLICON,246,1089933,SAMD01604005,MIMS.me.miscellaneous,730999,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695335,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0536,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:30:00Z,1,-20,SAMD01604005,HS3_W_0536,DRP017300,30
DRR715315,AMPLICON,246,1435257,SAMD01604006,MIMS.me.miscellaneous,1006448,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695336,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0537,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:50:00Z,1,-20,SAMD01604006,HS3_W_0537,DRP017300,30
DRR715316,AMPLICON,246,999187,SAMD01604007,MIMS.me.miscellaneous,796907,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695337,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0538,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:42:00Z,1,-20,SAMD01604007,HS3_W_0538,DRP017300,30
DRR715317,AMPLICON,246,1076980,SAMD01604008,MIMS.me.miscellaneous,786342,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695338,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0539,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:43:00Z,1,-20,SAMD01604008,HS3_W_0539,DRP017300,30
DRR715318,AMPLICON,246,1387204,SAMD01604009,MIMS.me.miscellaneous,1005144,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695339,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0540,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:56:00Z,1,-20,SAMD01604009,HS3_W_0540,DRP017300,30
DRR715319,AMPLICON,246,1510233,SAMD01604010,MIMS.me.miscellaneous,1060792,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695340,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0541,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:30:00Z,1,-20,SAMD01604010,HS3_W_0541,DRP017300,30
DRR715320,AMPLICON,246,1161982,SAMD01604011,MIMS.me.miscellaneous,799468,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695341,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0542,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:35:00Z,1,-20,SAMD01604011,HS3_W_0542,DRP017300,30
DRR715321,AMPLICON,246,1327578,SAMD01604012,MIMS.me.miscellaneous,939234,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695342,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0543,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:31:00Z,1,-20,SAMD01604012,HS3_W_0543,DRP017300,30
DRR715322,AMPLICON,246,1332785,SAMD01604013,MIMS.me.miscellaneous,929502,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695343,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0544,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:47:00Z,1,-20,SAMD01604013,HS3_W_0544,DRP017300,30
DRR715323,AMPLICON,246,1274324,SAMD01604014,MIMS.me.miscellaneous,931204,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695344,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0545,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:04:00Z,1,-20,SAMD01604014,HS3_W_0545,DRP017300,30
DRR715324,AMPLICON,246,1684641,SAMD01604015,MIMS.me.miscellaneous,1176897,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695345,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0546,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:33:00Z,1,-20,SAMD01604015,HS3_W_0546,DRP017300,30
DRR715325,AMPLICON,246,1318904,SAMD01604016,MIMS.me.miscellaneous,942097,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695346,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0547,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:02:00Z,1,-20,SAMD01604016,HS3_W_0547,DRP017300,30
DRR715326,AMPLICON,246,1070181,SAMD01604017,MIMS.me.miscellaneous,832321,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695347,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0548,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:54:00Z,1,-20,SAMD01604017,HS3_W_0548,DRP017300,30
DRR715327,AMPLICON,246,1247814,SAMD01604018,MIMS.me.miscellaneous,927639,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695348,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0549,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T21:53:00Z,1,-20,SAMD01604018,HS3_W_0549,DRP017300,30
DRR715328,AMPLICON,246,1433349,SAMD01604019,MIMS.me.miscellaneous,958927,KYOTO UNIVERSITY,2023-02-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695349,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_W_0550,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T22:00:00Z,1,-20,SAMD01604019,HS3_W_0550,DRP017300,30
