Run,Assay Type,AvgSpotLen,Bases,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_store_temp,Sample Name,Sample_name,SRA Study,temp
DRR712796,AMPLICON,246,946483,SAMD01602255,MIMS.me.miscellaneous,582350,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692817,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0322,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:53:00Z,1,-20,SAMD01602255,HS3_S_0322,DRP017300,30
DRR712797,AMPLICON,246,647436,SAMD01602256,MIMS.me.miscellaneous,481640,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692818,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0323,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:00:00Z,1,-20,SAMD01602256,HS3_S_0323,DRP017300,30
DRR712798,AMPLICON,246,1178800,SAMD01602257,MIMS.me.miscellaneous,914932,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692819,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0324,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:09:00Z,1,-20,SAMD01602257,HS3_S_0324,DRP017300,30
DRR712799,AMPLICON,246,1568408,SAMD01602258,MIMS.me.miscellaneous,991198,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692820,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0325,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:09:00Z,1,-20,SAMD01602258,HS3_S_0325,DRP017300,30
DRR712800,AMPLICON,246,1343895,SAMD01602259,MIMS.me.miscellaneous,906691,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692821,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0326,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:56:00Z,1,-20,SAMD01602259,HS3_S_0326,DRP017300,30
DRR712801,AMPLICON,246,1777967,SAMD01602260,MIMS.me.miscellaneous,1030195,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692822,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0327,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:00:00Z,1,-20,SAMD01602260,HS3_S_0327,DRP017300,30
DRR712802,AMPLICON,246,976139,SAMD01602261,MIMS.me.miscellaneous,641565,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692823,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0328,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:22:00Z,1,-20,SAMD01602261,HS3_S_0328,DRP017300,30
DRR712803,AMPLICON,246,1371114,SAMD01602262,MIMS.me.miscellaneous,839346,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692824,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0329,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:13:00Z,1,-20,SAMD01602262,HS3_S_0329,DRP017300,30
DRR712804,AMPLICON,246,1477731,SAMD01602263,MIMS.me.miscellaneous,962460,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692825,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0330,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:55:00Z,1,-20,SAMD01602263,HS3_S_0330,DRP017300,30
DRR712805,AMPLICON,246,1131776,SAMD01602264,MIMS.me.miscellaneous,865537,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692826,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0331,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:07:00Z,1,-20,SAMD01602264,HS3_S_0331,DRP017300,30
DRR712806,AMPLICON,246,1278392,SAMD01602265,MIMS.me.miscellaneous,818315,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692827,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0332,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:11:00Z,1,-20,SAMD01602265,HS3_S_0332,DRP017300,30
DRR712807,AMPLICON,246,1884639,SAMD01602266,MIMS.me.miscellaneous,1166521,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692828,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0333,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:09:00Z,1,-20,SAMD01602266,HS3_S_0333,DRP017300,30
DRR712808,AMPLICON,246,1288566,SAMD01602267,MIMS.me.miscellaneous,882796,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692829,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0334,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:15:00Z,1,-20,SAMD01602267,HS3_S_0334,DRP017300,30
DRR712809,AMPLICON,246,1303709,SAMD01602268,MIMS.me.miscellaneous,774749,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692830,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0335,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:17:00Z,1,-20,SAMD01602268,HS3_S_0335,DRP017300,30
DRR712810,AMPLICON,246,1296467,SAMD01602269,MIMS.me.miscellaneous,816648,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692831,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0336,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:15:00Z,1,-20,SAMD01602269,HS3_S_0336,DRP017300,30
DRR712811,AMPLICON,246,1185691,SAMD01602270,MIMS.me.miscellaneous,706972,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692832,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0337,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:49:00Z,1,-20,SAMD01602270,HS3_S_0337,DRP017300,30
DRR712812,AMPLICON,246,1541340,SAMD01602271,MIMS.me.miscellaneous,914153,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692833,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0338,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:20:00Z,1,-20,SAMD01602271,HS3_S_0338,DRP017300,30
DRR712813,AMPLICON,246,981813,SAMD01602272,MIMS.me.miscellaneous,634717,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692834,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0339,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:02:00Z,1,-20,SAMD01602272,HS3_S_0339,DRP017300,30
DRR712814,AMPLICON,246,1329660,SAMD01602273,MIMS.me.miscellaneous,781533,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692835,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0340,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:47:00Z,1,-20,SAMD01602273,HS3_S_0340,DRP017300,30
DRR712815,AMPLICON,246,1091828,SAMD01602274,MIMS.me.miscellaneous,708267,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692836,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0341,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:20:00Z,1,-20,SAMD01602274,HS3_S_0341,DRP017300,30
DRR712816,AMPLICON,246,1304132,SAMD01602275,MIMS.me.miscellaneous,842826,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692837,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0342,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:21:00Z,1,-20,SAMD01602275,HS3_S_0342,DRP017300,30
DRR712817,AMPLICON,246,1389132,SAMD01602276,MIMS.me.miscellaneous,820409,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692838,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0343,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:11:00Z,1,-20,SAMD01602276,HS3_S_0343,DRP017300,30
DRR712818,AMPLICON,246,998687,SAMD01602277,MIMS.me.miscellaneous,699955,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692839,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0344,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:51:00Z,1,-20,SAMD01602277,HS3_S_0344,DRP017300,30
DRR712819,AMPLICON,246,1154332,SAMD01602278,MIMS.me.miscellaneous,751938,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692840,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0345,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:15:00Z,1,-20,SAMD01602278,HS3_S_0345,DRP017300,30
DRR712820,AMPLICON,246,1059494,SAMD01602279,MIMS.me.miscellaneous,697720,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692841,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0346,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:51:00Z,1,-20,SAMD01602279,HS3_S_0346,DRP017300,30
DRR712821,AMPLICON,246,1003485,SAMD01602280,MIMS.me.miscellaneous,770362,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692842,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0347,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:13:00Z,1,-20,SAMD01602280,HS3_S_0347,DRP017300,30
DRR712822,AMPLICON,246,1303257,SAMD01602281,MIMS.me.miscellaneous,844997,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692843,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0348,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:54:00Z,1,-20,SAMD01602281,HS3_S_0348,DRP017300,30
DRR712823,AMPLICON,246,1345850,SAMD01602282,MIMS.me.miscellaneous,811645,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692844,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0349,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:11:00Z,1,-20,SAMD01602282,HS3_S_0349,DRP017300,30
DRR712824,AMPLICON,246,396721,SAMD01602283,MIMS.me.miscellaneous,383301,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692845,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0350,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:48:00Z,1,-20,SAMD01602283,HS3_S_0350,DRP017300,30
DRR712825,AMPLICON,246,1271946,SAMD01602284,MIMS.me.miscellaneous,765079,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692846,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0351,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:02:00Z,1,-20,SAMD01602284,HS3_S_0351,DRP017300,30
DRR712826,AMPLICON,246,1658433,SAMD01602285,MIMS.me.miscellaneous,974374,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692847,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0352,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:57:00Z,1,-20,SAMD01602285,HS3_S_0352,DRP017300,30
DRR712827,AMPLICON,246,491626,SAMD01602286,MIMS.me.miscellaneous,353044,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692848,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0353,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:51:00Z,1,-20,SAMD01602286,HS3_S_0353,DRP017300,30
DRR712828,AMPLICON,246,1706013,SAMD01602287,MIMS.me.miscellaneous,1178779,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692849,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0354,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:07:00Z,1,-20,SAMD01602287,HS3_S_0354,DRP017300,30
DRR712829,AMPLICON,246,637553,SAMD01602288,MIMS.me.miscellaneous,539082,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692850,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0355,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:16:00Z,1,-20,SAMD01602288,HS3_S_0355,DRP017300,30
DRR712830,AMPLICON,246,1488992,SAMD01602289,MIMS.me.miscellaneous,922735,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692851,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0356,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:58:00Z,1,-20,SAMD01602289,HS3_S_0356,DRP017300,30
DRR712831,AMPLICON,246,1353752,SAMD01602290,MIMS.me.miscellaneous,928577,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692852,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0357,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:53:00Z,1,-20,SAMD01602290,HS3_S_0357,DRP017300,30
DRR712832,AMPLICON,246,1505063,SAMD01602291,MIMS.me.miscellaneous,878087,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692853,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0358,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:11:00Z,1,-20,SAMD01602291,HS3_S_0358,DRP017300,30
DRR712833,AMPLICON,246,1542717,SAMD01602292,MIMS.me.miscellaneous,901349,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692854,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0359,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:14:00Z,1,-20,SAMD01602292,HS3_S_0359,DRP017300,30
DRR712834,AMPLICON,246,1034864,SAMD01602293,MIMS.me.miscellaneous,624705,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692855,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0360,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:17:00Z,1,-20,SAMD01602293,HS3_S_0360,DRP017300,30
DRR712835,AMPLICON,246,1441906,SAMD01602294,MIMS.me.miscellaneous,843417,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692856,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0361,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:10:00Z,1,-20,SAMD01602294,HS3_S_0361,DRP017300,30
DRR712836,AMPLICON,246,883324,SAMD01602295,MIMS.me.miscellaneous,554037,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692857,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0362,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:55:00Z,1,-20,SAMD01602295,HS3_S_0362,DRP017300,30
DRR712837,AMPLICON,246,719257,SAMD01602296,MIMS.me.miscellaneous,472185,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692858,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0363,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:20:00Z,1,-20,SAMD01602296,HS3_S_0363,DRP017300,30
DRR712838,AMPLICON,246,715018,SAMD01602297,MIMS.me.miscellaneous,618091,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692859,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0364,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:05:00Z,1,-20,SAMD01602297,HS3_S_0364,DRP017300,30
DRR712839,AMPLICON,246,1057399,SAMD01602298,MIMS.me.miscellaneous,722450,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692860,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0365,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:20:00Z,1,-20,SAMD01602298,HS3_S_0365,DRP017300,30
DRR712840,AMPLICON,246,1341553,SAMD01602299,MIMS.me.miscellaneous,833961,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692861,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0366,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:19:00Z,1,-20,SAMD01602299,HS3_S_0366,DRP017300,30
DRR712841,AMPLICON,246,1212937,SAMD01602300,MIMS.me.miscellaneous,865158,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692862,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0367,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:16:00Z,1,-20,SAMD01602300,HS3_S_0367,DRP017300,30
DRR712842,AMPLICON,246,1484174,SAMD01602301,MIMS.me.miscellaneous,874057,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692863,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0368,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:08:00Z,1,-20,SAMD01602301,HS3_S_0368,DRP017300,30
DRR712843,AMPLICON,246,1086897,SAMD01602302,MIMS.me.miscellaneous,684873,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692864,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0369,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:17:00Z,1,-20,SAMD01602302,HS3_S_0369,DRP017300,30
DRR712844,AMPLICON,246,900152,SAMD01602303,MIMS.me.miscellaneous,741335,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692865,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0370,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:53:00Z,1,-20,SAMD01602303,HS3_S_0370,DRP017300,30
DRR712845,AMPLICON,246,916962,SAMD01602304,MIMS.me.miscellaneous,566312,KYOTO UNIVERSITY,2023-02-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX692866,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0371,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T20:12:00Z,1,-20,SAMD01602304,HS3_S_0371,DRP017300,30
