Sample_name,Day,Location,Source,Inoculum_density,Plate_position
HS3_W_1479,8,n9,water,0.001,4
HS3_W_1480,8,p9,water,0.001,4
HS3_W_1481,8,b11,water,0.001,4
HS3_W_1482,8,d11,water,0.001,4
HS3_W_1483,8,f11,water,0.001,4
HS3_W_1484,8,h11,water,0.001,4
HS3_W_1485,8,j11,water,0.001,4
HS3_W_1486,8,l11,water,0.001,4
HS3_W_1487,8,n11,water,0.001,4
HS3_W_1488,8,p11,water,0.001,4
HS3_W_1489,8,b13,water,0.001,4
HS3_W_1490,8,d13,water,0.001,4
HS3_W_1491,8,f13,water,0.001,4
HS3_W_1492,8,h13,water,0.001,4
HS3_W_1493,8,j13,water,0.001,4
HS3_W_1494,8,l13,water,0.001,4
HS3_W_1495,8,n13,water,0.001,4
HS3_W_1496,8,p13,water,0.001,4
HS3_W_1497,8,b15,water,0.001,4
HS3_W_1498,8,d15,water,0.001,4
HS3_W_1499,8,f15,water,0.001,4
HS3_W_1500,8,h15,water,0.001,4
HS3_W_1501,8,j15,water,0.001,4
HS3_W_1502,8,l15,water,0.001,4
HS3_W_1503,8,n15,water,0.001,4
HS3_W_1504,8,p15,water,0.001,4
HS3_W_1505,8,b17,water,0.001,4
HS3_W_1506,8,d17,water,0.001,4
HS3_W_1507,8,f17,water,0.001,4
HS3_W_1508,8,h17,water,0.001,4
HS3_W_1509,8,j17,water,0.001,4
HS3_W_1510,8,l17,water,0.001,4
HS3_W_1511,8,n17,water,0.001,4
HS3_W_1512,8,p17,water,0.001,4
HS3_W_1513,8,b19,water,0.001,4
HS3_W_1514,8,d19,water,0.001,4
HS3_W_1515,8,f19,water,0.001,4
HS3_W_1516,8,h19,water,0.001,4
HS3_W_1517,8,j19,water,0.001,4
HS3_W_1518,8,l19,water,0.001,4
HS3_W_1519,8,n19,water,0.001,4
HS3_W_1520,8,p19,water,0.001,4
HS3_W_1521,8,b21,water,0.001,4
HS3_W_1522,8,d21,water,0.001,4
HS3_W_1523,8,f21,water,0.001,4
HS3_W_1524,8,h21,water,0.001,4
HS3_W_1525,8,j21,water,0.001,4
HS3_W_1526,8,l21,water,0.001,4
HS3_W_1527,8,n21,water,0.001,4
HS3_W_1528,8,p21,water,0.001,4
HS3_W_1529,8,b23,water,0.001,4
HS3_W_1530,8,d23,water,0.001,4
HS3_W_1531,8,f23,water,0.001,4
HS3_W_1532,8,h23,water,0.001,4
HS3_W_1533,8,j23,water,0.001,4
HS3_W_1534,8,l23,water,0.001,4
HS3_W_1535,8,n23,water,0.001,4
HS3_W_1536,8,p23,water,0.001,4
HS3_W_1537,10,a2,water,1,1
HS3_W_1538,10,c2,water,1,1
HS3_W_1539,10,e2,water,1,1
HS3_W_1540,10,g2,water,1,1
HS3_W_1541,10,i2,water,1,1
HS3_W_1542,10,k2,water,1,1
HS3_W_1543,10,m2,water,1,1
HS3_W_1544,10,o2,water,1,1
HS3_W_1545,10,a4,water,1,1
HS3_W_1546,10,c4,water,1,1
HS3_W_1547,10,e4,water,1,1
HS3_W_1548,10,g4,water,1,1
HS3_W_1549,10,i4,water,1,1
HS3_W_1550,10,k4,water,1,1
HS3_W_1551,10,m4,water,1,1
HS3_W_1552,10,o4,water,1,1
HS3_W_1553,10,a6,water,1,1
HS3_W_1554,10,c6,water,1,1
HS3_W_1555,10,e6,water,1,1
HS3_W_1556,10,g6,water,1,1
HS3_W_1557,10,i6,water,1,1
HS3_W_1558,10,k6,water,1,1
HS3_W_1559,10,m6,water,1,1
HS3_W_1560,10,o6,water,1,1
HS3_W_1561,10,a8,water,1,1
HS3_W_1562,10,c8,water,1,1
HS3_W_1563,10,e8,water,1,1
HS3_W_1564,10,g8,water,1,1
HS3_W_1565,10,i8,water,1,1
HS3_W_1566,10,k8,water,1,1
HS3_W_1567,10,m8,water,1,1
HS3_W_1568,10,o8,water,1,1
HS3_W_1569,10,a10,water,1,1
HS3_W_1570,10,c10,water,1,1
HS3_W_1571,10,e10,water,1,1
HS3_W_1572,10,g10,water,1,1
HS3_W_1573,10,i10,water,1,1
HS3_W_1574,10,k10,water,1,1
HS3_W_1575,10,m10,water,1,1
HS3_W_1576,10,o10,water,1,1
HS3_W_1577,10,a12,water,1,1
HS3_W_1578,10,c12,water,1,1
HS3_W_1579,10,e12,water,1,1
HS3_W_1580,10,g12,water,1,1
HS3_W_1581,10,i12,water,1,1
HS3_W_1582,10,k12,water,1,1
HS3_W_1583,10,m12,water,1,1
HS3_W_1584,10,o12,water,1,1
HS3_W_1585,10,a14,water,1,1
HS3_W_1586,10,c14,water,1,1
HS3_W_1587,10,e14,water,1,1
HS3_W_1588,10,g14,water,1,1
HS3_W_1589,10,i14,water,1,1
HS3_W_1590,10,k14,water,1,1
HS3_W_1591,10,m14,water,1,1
HS3_W_1592,10,o14,water,1,1
HS3_W_1593,10,a16,water,1,1
HS3_W_1594,10,c16,water,1,1
HS3_W_1595,10,e16,water,1,1
HS3_W_1596,10,g16,water,1,1
HS3_W_1597,10,i16,water,1,1
HS3_W_1598,10,k16,water,1,1
HS3_W_1599,10,m16,water,1,1
HS3_W_1600,10,o16,water,1,1
HS3_W_1601,10,a18,water,1,1
HS3_W_1602,10,c18,water,1,1
HS3_W_1603,10,e18,water,1,1
HS3_W_1604,10,g18,water,1,1
HS3_W_1605,10,i18,water,1,1
HS3_W_1606,10,k18,water,1,1
HS3_W_1607,10,m18,water,1,1
HS3_W_1608,10,o18,water,1,1
HS3_W_1609,10,a20,water,1,1
HS3_W_1610,10,c20,water,1,1
HS3_W_1611,10,e20,water,1,1
HS3_W_1612,10,g20,water,1,1
HS3_W_1613,10,i20,water,1,1
HS3_W_1614,10,k20,water,1,1
HS3_W_1615,10,m20,water,1,1
HS3_W_1616,10,o20,water,1,1
HS3_W_1617,10,a22,water,1,1
HS3_W_1618,10,c22,water,1,1
HS3_W_1619,10,e22,water,1,1
HS3_W_1620,10,g22,water,1,1
HS3_W_1621,10,i22,water,1,1
HS3_W_1622,10,k22,water,1,1
HS3_W_1623,10,m22,water,1,1
HS3_W_1624,10,o22,water,1,1
HS3_W_1625,10,a24,water,1,1
HS3_W_1626,10,c24,water,1,1
HS3_W_1627,10,e24,water,1,1
HS3_W_1628,10,g24,water,1,1
HS3_W_1629,10,i24,water,1,1
HS3_W_1630,10,k24,water,1,1
HS3_W_1631,10,m24,water,1,1
HS3_W_1632,10,o24,water,1,1
HS3_W_1633,10,b2,water,0.1,2
HS3_W_1634,10,d2,water,0.1,2
HS3_W_1635,10,f2,water,0.1,2
HS3_W_1636,10,h2,water,0.1,2
HS3_W_1637,10,j2,water,0.1,2
HS3_W_1638,10,l2,water,0.1,2
HS3_W_1639,10,n2,water,0.1,2
HS3_W_1640,10,p2,water,0.1,2
HS3_W_1641,10,b4,water,0.1,2
HS3_W_1642,10,d4,water,0.1,2
HS3_W_1643,10,f4,water,0.1,2
HS3_W_1644,10,h4,water,0.1,2
HS3_W_1645,10,j4,water,0.1,2
HS3_W_1646,10,l4,water,0.1,2
HS3_W_1647,10,n4,water,0.1,2
HS3_W_1648,10,p4,water,0.1,2
HS3_W_1649,10,b6,water,0.1,2
HS3_W_1650,10,d6,water,0.1,2
HS3_W_1651,10,f6,water,0.1,2
HS3_W_1652,10,h6,water,0.1,2
HS3_W_1653,10,j6,water,0.1,2
HS3_W_1654,10,l6,water,0.1,2
HS3_W_1655,10,n6,water,0.1,2
HS3_W_1656,10,p6,water,0.1,2
HS3_W_1657,10,b8,water,0.1,2
HS3_W_1658,10,d8,water,0.1,2
HS3_W_1659,10,f8,water,0.1,2
HS3_W_1660,10,h8,water,0.1,2
HS3_W_1661,10,j8,water,0.1,2
HS3_W_1662,10,l8,water,0.1,2
HS3_W_1663,10,n8,water,0.1,2
HS3_W_1664,10,p8,water,0.1,2
HS3_W_1665,10,b10,water,0.1,2
HS3_W_1666,10,d10,water,0.1,2
HS3_W_1667,10,f10,water,0.1,2
HS3_W_1668,10,h10,water,0.1,2
HS3_W_1669,10,j10,water,0.1,2
HS3_W_1670,10,l10,water,0.1,2
HS3_W_1671,10,n10,water,0.1,2
HS3_W_1672,10,p10,water,0.1,2
HS3_W_1673,10,b12,water,0.1,2
HS3_W_1674,10,d12,water,0.1,2
HS3_W_1675,10,f12,water,0.1,2
HS3_W_1676,10,h12,water,0.1,2
HS3_W_1677,10,j12,water,0.1,2
HS3_W_1678,10,l12,water,0.1,2
HS3_W_1679,10,n12,water,0.1,2
HS3_W_1680,10,p12,water,0.1,2
HS3_W_1681,10,b14,water,0.1,2
HS3_W_1682,10,d14,water,0.1,2
HS3_W_1683,10,f14,water,0.1,2
HS3_W_1684,10,h14,water,0.1,2
HS3_W_1685,10,j14,water,0.1,2
HS3_W_1686,10,l14,water,0.1,2
HS3_W_1687,10,n14,water,0.1,2
HS3_W_1688,10,p14,water,0.1,2
HS3_W_1689,10,b16,water,0.1,2
HS3_W_1690,10,d16,water,0.1,2
HS3_W_1691,10,f16,water,0.1,2
HS3_W_1692,10,h16,water,0.1,2
HS3_W_1693,10,j16,water,0.1,2
HS3_W_1694,10,l16,water,0.1,2
HS3_W_1695,10,n16,water,0.1,2
HS3_W_1696,10,p16,water,0.1,2
HS3_W_1697,10,b18,water,0.1,2
HS3_W_1698,10,d18,water,0.1,2
HS3_W_1699,10,f18,water,0.1,2
HS3_W_1700,10,h18,water,0.1,2
HS3_W_1701,10,j18,water,0.1,2
HS3_W_1702,10,l18,water,0.1,2
HS3_W_1703,10,n18,water,0.1,2
HS3_W_1704,10,p18,water,0.1,2
HS3_W_1705,10,b20,water,0.1,2
HS3_W_1706,10,d20,water,0.1,2
HS3_W_1707,10,f20,water,0.1,2
HS3_W_1708,10,h20,water,0.1,2
HS3_W_1709,10,j20,water,0.1,2
HS3_W_1710,10,l20,water,0.1,2
HS3_W_1711,10,n20,water,0.1,2
HS3_W_1712,10,p20,water,0.1,2
HS3_W_1713,10,b22,water,0.1,2
HS3_W_1714,10,d22,water,0.1,2
HS3_W_1715,10,f22,water,0.1,2
HS3_W_1716,10,h22,water,0.1,2
HS3_W_1717,10,j22,water,0.1,2
HS3_W_1718,10,l22,water,0.1,2
HS3_W_1719,10,n22,water,0.1,2
HS3_W_1720,10,p22,water,0.1,2
HS3_W_1721,10,b24,water,0.1,2
HS3_W_1722,10,d24,water,0.1,2
HS3_W_1723,10,f24,water,0.1,2
HS3_W_1724,10,h24,water,0.1,2
HS3_W_1725,10,j24,water,0.1,2
HS3_W_1726,10,l24,water,0.1,2
HS3_W_1727,10,n24,water,0.1,2
HS3_W_1728,10,p24,water,0.1,2
HS3_W_1729,10,a1,water,0.01,3
HS3_W_1730,10,c1,water,0.01,3
HS3_W_1731,10,e1,water,0.01,3
HS3_W_1732,10,g1,water,0.01,3
HS3_W_1733,10,i1,water,0.01,3
HS3_W_1734,10,k1,water,0.01,3
HS3_W_1735,10,m1,water,0.01,3
HS3_W_1736,10,o1,water,0.01,3
HS3_W_1737,10,a3,water,0.01,3
HS3_W_1738,10,c3,water,0.01,3
HS3_W_1739,10,e3,water,0.01,3
HS3_W_1740,10,g3,water,0.01,3
HS3_W_1741,10,i3,water,0.01,3
HS3_W_1742,10,k3,water,0.01,3
HS3_W_1743,10,m3,water,0.01,3
HS3_W_1744,10,o3,water,0.01,3
HS3_W_1745,10,a5,water,0.01,3
HS3_W_1746,10,c5,water,0.01,3
HS3_W_1747,10,e5,water,0.01,3
HS3_W_1748,10,g5,water,0.01,3
HS3_W_1749,10,i5,water,0.01,3
HS3_W_1750,10,k5,water,0.01,3
HS3_W_1751,10,m5,water,0.01,3
HS3_W_1752,10,o5,water,0.01,3
HS3_W_1753,10,a7,water,0.01,3
HS3_W_1754,10,c7,water,0.01,3
HS3_W_1755,10,e7,water,0.01,3
HS3_W_1756,10,g7,water,0.01,3
HS3_W_1757,10,i7,water,0.01,3
HS3_W_1758,10,k7,water,0.01,3
HS3_W_1759,10,m7,water,0.01,3
HS3_W_1760,10,o7,water,0.01,3
HS3_W_1761,10,a9,water,0.01,3
HS3_W_1762,10,c9,water,0.01,3
HS3_W_1763,10,e9,water,0.01,3
HS3_W_1764,10,g9,water,0.01,3
HS3_W_1765,10,i9,water,0.01,3
HS3_W_1766,10,k9,water,0.01,3
HS3_W_1767,10,m9,water,0.01,3
HS3_W_1768,10,o9,water,0.01,3
HS3_W_1769,10,a11,water,0.01,3
HS3_W_1770,10,c11,water,0.01,3
HS3_W_1771,10,e11,water,0.01,3
HS3_W_1772,10,g11,water,0.01,3
HS3_W_1773,10,i11,water,0.01,3
HS3_W_1774,10,k11,water,0.01,3
HS3_W_1775,10,m11,water,0.01,3
HS3_W_1776,10,o11,water,0.01,3
HS3_W_1777,10,a13,water,0.01,3
HS3_W_1778,10,c13,water,0.01,3
HS3_W_1779,10,e13,water,0.01,3
HS3_W_1780,10,g13,water,0.01,3
HS3_W_1781,10,i13,water,0.01,3
HS3_W_1782,10,k13,water,0.01,3
HS3_W_1783,10,m13,water,0.01,3
HS3_W_1784,10,o13,water,0.01,3
HS3_W_1785,10,a15,water,0.01,3
HS3_W_1786,10,c15,water,0.01,3
HS3_W_1787,10,e15,water,0.01,3
HS3_W_1788,10,g15,water,0.01,3
HS3_W_1789,10,i15,water,0.01,3
HS3_W_1790,10,k15,water,0.01,3
HS3_W_1791,10,m15,water,0.01,3
HS3_W_1792,10,o15,water,0.01,3
HS3_W_1793,10,a17,water,0.01,3
HS3_W_1794,10,c17,water,0.01,3
HS3_W_1795,10,e17,water,0.01,3
HS3_W_1796,10,g17,water,0.01,3
HS3_W_1797,10,i17,water,0.01,3
HS3_W_1798,10,k17,water,0.01,3
HS3_W_1799,10,m17,water,0.01,3
HS3_W_1800,10,o17,water,0.01,3
HS3_W_1801,10,a19,water,0.01,3
HS3_W_1802,10,c19,water,0.01,3
HS3_W_1803,10,e19,water,0.01,3
HS3_W_1804,10,g19,water,0.01,3
HS3_W_1805,10,i19,water,0.01,3
HS3_W_1806,10,k19,water,0.01,3
HS3_W_1807,10,m19,water,0.01,3
HS3_W_1808,10,o19,water,0.01,3
HS3_W_1809,10,a21,water,0.01,3
HS3_W_1810,10,c21,water,0.01,3
HS3_W_1811,10,e21,water,0.01,3
HS3_W_1812,10,g21,water,0.01,3
HS3_W_1813,10,i21,water,0.01,3
HS3_W_1814,10,k21,water,0.01,3
HS3_W_1815,10,m21,water,0.01,3
HS3_W_1816,10,o21,water,0.01,3
HS3_W_1817,10,a23,water,0.01,3
HS3_W_1818,10,c23,water,0.01,3
HS3_W_1819,10,e23,water,0.01,3
HS3_W_1820,10,g23,water,0.01,3
HS3_W_1821,10,i23,water,0.01,3
HS3_W_1822,10,k23,water,0.01,3
HS3_W_1823,10,m23,water,0.01,3
HS3_W_1824,10,o23,water,0.01,3
HS3_W_1825,10,b1,water,0.001,4
HS3_W_1826,10,d1,water,0.001,4
HS3_W_1827,10,f1,water,0.001,4
HS3_W_1828,10,h1,water,0.001,4
HS3_W_1829,10,j1,water,0.001,4
HS3_W_1830,10,l1,water,0.001,4
HS3_W_1831,10,n1,water,0.001,4
HS3_W_1832,10,p1,water,0.001,4
HS3_W_1833,10,b3,water,0.001,4
HS3_W_1834,10,d3,water,0.001,4
HS3_W_1835,10,f3,water,0.001,4
HS3_W_1836,10,h3,water,0.001,4
HS3_W_1837,10,j3,water,0.001,4
HS3_W_1838,10,l3,water,0.001,4
HS3_W_1839,10,n3,water,0.001,4
HS3_W_1840,10,p3,water,0.001,4
HS3_W_1841,10,b5,water,0.001,4
HS3_W_1842,10,d5,water,0.001,4
HS3_W_1843,10,f5,water,0.001,4
HS3_W_1844,10,h5,water,0.001,4
HS3_W_1845,10,j5,water,0.001,4
HS3_W_1846,10,l5,water,0.001,4
HS3_W_1847,10,n5,water,0.001,4
HS3_W_1848,10,p5,water,0.001,4
HS3_W_1849,10,b7,water,0.001,4
HS3_W_1850,10,d7,water,0.001,4
HS3_W_1851,10,f7,water,0.001,4
HS3_W_1852,10,h7,water,0.001,4
HS3_W_1853,10,j7,water,0.001,4
HS3_W_1854,10,l7,water,0.001,4
HS3_W_1855,10,n7,water,0.001,4
HS3_W_1856,10,p7,water,0.001,4
HS3_W_1857,10,b9,water,0.001,4
HS3_W_1858,10,d9,water,0.001,4
HS3_W_1859,10,f9,water,0.001,4
HS3_W_1860,10,h9,water,0.001,4
HS3_W_1861,10,j9,water,0.001,4
HS3_W_1862,10,l9,water,0.001,4
HS3_W_1863,10,n9,water,0.001,4
HS3_W_1864,10,p9,water,0.001,4
HS3_W_1865,10,b11,water,0.001,4
HS3_W_1866,10,d11,water,0.001,4
HS3_W_1867,10,f11,water,0.001,4
HS3_W_1868,10,h11,water,0.001,4
HS3_W_1869,10,j11,water,0.001,4
HS3_W_1870,10,l11,water,0.001,4
HS3_W_1871,10,n11,water,0.001,4
HS3_W_1872,10,p11,water,0.001,4
HS3_W_1873,10,b13,water,0.001,4
HS3_W_1874,10,d13,water,0.001,4
HS3_W_1875,10,f13,water,0.001,4
HS3_W_1876,10,h13,water,0.001,4
HS3_W_1877,10,j13,water,0.001,4
HS3_W_1878,10,l13,water,0.001,4
HS3_W_1879,10,n13,water,0.001,4
HS3_W_1880,10,p13,water,0.001,4
HS3_W_1881,10,b15,water,0.001,4
HS3_W_1882,10,d15,water,0.001,4
HS3_W_1883,10,f15,water,0.001,4
HS3_W_1884,10,h15,water,0.001,4
HS3_W_1885,10,j15,water,0.001,4
HS3_W_1886,10,l15,water,0.001,4
HS3_W_1887,10,n15,water,0.001,4
HS3_W_1888,10,p15,water,0.001,4
HS3_W_1889,10,b17,water,0.001,4
HS3_W_1890,10,d17,water,0.001,4
HS3_W_1891,10,f17,water,0.001,4
HS3_W_1892,10,h17,water,0.001,4
HS3_W_1893,10,j17,water,0.001,4
HS3_W_1894,10,l17,water,0.001,4
HS3_W_1895,10,n17,water,0.001,4
HS3_W_1896,10,p17,water,0.001,4
HS3_W_1897,10,b19,water,0.001,4
HS3_W_1898,10,d19,water,0.001,4
HS3_W_1899,10,f19,water,0.001,4
HS3_W_1900,10,h19,water,0.001,4
HS3_W_1901,10,j19,water,0.001,4
HS3_W_1902,10,l19,water,0.001,4
HS3_W_1903,10,n19,water,0.001,4
HS3_W_1904,10,p19,water,0.001,4
HS3_W_1905,10,b21,water,0.001,4
HS3_W_1906,10,d21,water,0.001,4
HS3_W_1907,10,f21,water,0.001,4
HS3_W_1908,10,h21,water,0.001,4
HS3_W_1909,10,j21,water,0.001,4
HS3_W_1910,10,l21,water,0.001,4
HS3_W_1911,10,n21,water,0.001,4
HS3_W_1912,10,p21,water,0.001,4
HS3_W_1913,10,b23,water,0.001,4
HS3_W_1914,10,d23,water,0.001,4
HS3_W_1915,10,f23,water,0.001,4
HS3_W_1916,10,h23,water,0.001,4
HS3_W_1917,10,j23,water,0.001,4
HS3_W_1918,10,l23,water,0.001,4
HS3_W_1919,10,n23,water,0.001,4
HS3_W_1920,10,p23,water,0.001,4
HS3_W_1921,12,a2,water,1,1
HS3_W_1922,12,c2,water,1,1
HS3_W_1923,12,e2,water,1,1
HS3_W_1924,12,g2,water,1,1
HS3_W_1925,12,i2,water,1,1
HS3_W_1926,12,k2,water,1,1
HS3_W_1927,12,m2,water,1,1
HS3_W_1928,12,o2,water,1,1
HS3_W_1929,12,a4,water,1,1
HS3_W_1930,12,c4,water,1,1
HS3_W_1931,12,e4,water,1,1
HS3_W_1932,12,g4,water,1,1
HS3_W_1933,12,i4,water,1,1
HS3_W_1934,12,k4,water,1,1
HS3_W_1935,12,m4,water,1,1
HS3_W_1936,12,o4,water,1,1
HS3_W_1937,12,a6,water,1,1
HS3_W_1938,12,c6,water,1,1
HS3_W_1939,12,e6,water,1,1
HS3_W_1940,12,g6,water,1,1
HS3_W_1941,12,i6,water,1,1
HS3_W_1942,12,k6,water,1,1
HS3_W_1943,12,m6,water,1,1
HS3_W_1944,12,o6,water,1,1
HS3_W_1945,12,a8,water,1,1
HS3_W_1946,12,c8,water,1,1
HS3_W_1947,12,e8,water,1,1
HS3_W_1948,12,g8,water,1,1
HS3_W_1949,12,i8,water,1,1
HS3_W_1950,12,k8,water,1,1
HS3_W_1951,12,m8,water,1,1
HS3_W_1952,12,o8,water,1,1
HS3_W_1953,12,a10,water,1,1
HS3_W_1954,12,c10,water,1,1
HS3_W_1955,12,e10,water,1,1
HS3_W_1956,12,g10,water,1,1
HS3_W_1957,12,i10,water,1,1
HS3_W_1958,12,k10,water,1,1
HS3_W_1959,12,m10,water,1,1
HS3_W_1960,12,o10,water,1,1
HS3_W_1961,12,a12,water,1,1
HS3_W_1962,12,c12,water,1,1
HS3_W_1963,12,e12,water,1,1
HS3_W_1964,12,g12,water,1,1
HS3_W_1965,12,i12,water,1,1
HS3_W_1966,12,k12,water,1,1
HS3_W_1967,12,m12,water,1,1
HS3_W_1968,12,o12,water,1,1
HS3_W_1969,12,a14,water,1,1
HS3_W_1970,12,c14,water,1,1
HS3_W_1971,12,e14,water,1,1
HS3_W_1972,12,g14,water,1,1
HS3_W_1973,12,i14,water,1,1
HS3_W_1974,12,k14,water,1,1
HS3_W_1975,12,m14,water,1,1
HS3_W_1976,12,o14,water,1,1
HS3_W_1977,12,a16,water,1,1
HS3_W_1978,12,c16,water,1,1
HS3_W_1979,12,e16,water,1,1
HS3_W_1980,12,g16,water,1,1
HS3_W_1981,12,i16,water,1,1
HS3_W_1982,12,k16,water,1,1
HS3_W_1983,12,m16,water,1,1
HS3_W_1984,12,o16,water,1,1
HS3_W_1985,12,a18,water,1,1
HS3_W_1986,12,c18,water,1,1
HS3_W_1987,12,e18,water,1,1
HS3_W_1988,12,g18,water,1,1
HS3_W_1989,12,i18,water,1,1
HS3_W_1990,12,k18,water,1,1
HS3_W_1991,12,m18,water,1,1
HS3_W_1992,12,o18,water,1,1
HS3_W_1993,12,a20,water,1,1
HS3_W_1994,12,c20,water,1,1
HS3_W_1995,12,e20,water,1,1
HS3_W_1996,12,g20,water,1,1
HS3_W_1997,12,i20,water,1,1
HS3_W_1998,12,k20,water,1,1
HS3_W_1999,12,m20,water,1,1
HS3_W_2000,12,o20,water,1,1
HS3_W_2001,12,a22,water,1,1
HS3_W_2002,12,c22,water,1,1
HS3_W_2003,12,e22,water,1,1
HS3_W_2004,12,g22,water,1,1
HS3_W_2005,12,i22,water,1,1
HS3_W_2006,12,k22,water,1,1
HS3_W_2007,12,m22,water,1,1
HS3_W_2008,12,o22,water,1,1
HS3_W_2009,12,a24,water,1,1
HS3_W_2010,12,c24,water,1,1
HS3_W_2011,12,e24,water,1,1
HS3_W_2012,12,g24,water,1,1
HS3_W_2013,12,i24,water,1,1
HS3_W_2014,12,k24,water,1,1
HS3_W_2015,12,m24,water,1,1
HS3_W_2016,12,o24,water,1,1
HS3_W_2017,12,b2,water,0.1,2
HS3_W_2018,12,d2,water,0.1,2
HS3_W_2019,12,f2,water,0.1,2
HS3_W_2020,12,h2,water,0.1,2
HS3_W_2021,12,j2,water,0.1,2
HS3_W_2022,12,l2,water,0.1,2
HS3_W_2023,12,n2,water,0.1,2
HS3_W_2024,12,p2,water,0.1,2
HS3_W_2025,12,b4,water,0.1,2
HS3_W_2026,12,d4,water,0.1,2
HS3_W_2027,12,f4,water,0.1,2
HS3_W_2028,12,h4,water,0.1,2
HS3_W_2029,12,j4,water,0.1,2
HS3_W_2030,12,l4,water,0.1,2
HS3_W_2031,12,n4,water,0.1,2
HS3_W_2032,12,p4,water,0.1,2
HS3_W_2033,12,b6,water,0.1,2
HS3_W_2034,12,d6,water,0.1,2
HS3_W_2035,12,f6,water,0.1,2
HS3_W_2036,12,h6,water,0.1,2
HS3_W_2037,12,j6,water,0.1,2
HS3_W_2038,12,l6,water,0.1,2
HS3_W_2039,12,n6,water,0.1,2
HS3_W_2040,12,p6,water,0.1,2
HS3_W_2041,12,b8,water,0.1,2
HS3_W_2042,12,d8,water,0.1,2
HS3_W_2043,12,f8,water,0.1,2
HS3_W_2044,12,h8,water,0.1,2
HS3_W_2045,12,j8,water,0.1,2
HS3_W_2046,12,l8,water,0.1,2
HS3_W_2047,12,n8,water,0.1,2
HS3_W_2048,12,p8,water,0.1,2
HS3_W_2049,12,b10,water,0.1,2
HS3_W_2050,12,d10,water,0.1,2
HS3_W_2051,12,f10,water,0.1,2
HS3_W_2052,12,h10,water,0.1,2
HS3_W_2053,12,j10,water,0.1,2
HS3_W_2054,12,l10,water,0.1,2
HS3_W_2055,12,n10,water,0.1,2
HS3_W_2056,12,p10,water,0.1,2
HS3_W_2057,12,b12,water,0.1,2
HS3_W_2058,12,d12,water,0.1,2
HS3_W_2059,12,f12,water,0.1,2
HS3_W_2060,12,h12,water,0.1,2
HS3_W_2061,12,j12,water,0.1,2
HS3_W_2062,12,l12,water,0.1,2
HS3_W_2063,12,n12,water,0.1,2
HS3_W_2064,12,p12,water,0.1,2
HS3_W_2065,12,b14,water,0.1,2
HS3_W_2066,12,d14,water,0.1,2
HS3_W_2067,12,f14,water,0.1,2
HS3_W_2068,12,h14,water,0.1,2
HS3_W_2069,12,j14,water,0.1,2
HS3_W_2070,12,l14,water,0.1,2
HS3_W_2071,12,n14,water,0.1,2
HS3_W_2072,12,p14,water,0.1,2
HS3_W_2073,12,b16,water,0.1,2
HS3_W_2074,12,d16,water,0.1,2
HS3_W_2075,12,f16,water,0.1,2
HS3_W_2076,12,h16,water,0.1,2
HS3_W_2077,12,j16,water,0.1,2
HS3_W_2078,12,l16,water,0.1,2
HS3_W_2079,12,n16,water,0.1,2
HS3_W_2080,12,p16,water,0.1,2
HS3_W_2081,12,b18,water,0.1,2
HS3_W_2082,12,d18,water,0.1,2
HS3_W_2083,12,f18,water,0.1,2
HS3_W_2084,12,h18,water,0.1,2
HS3_W_2085,12,j18,water,0.1,2
HS3_W_2086,12,l18,water,0.1,2
HS3_W_2087,12,n18,water,0.1,2
HS3_W_2088,12,p18,water,0.1,2
HS3_W_2089,12,b20,water,0.1,2
HS3_W_2090,12,d20,water,0.1,2
HS3_W_2091,12,f20,water,0.1,2
HS3_W_2092,12,h20,water,0.1,2
HS3_W_2093,12,j20,water,0.1,2
HS3_W_2094,12,l20,water,0.1,2
HS3_W_2095,12,n20,water,0.1,2
HS3_W_2096,12,p20,water,0.1,2
HS3_W_2097,12,b22,water,0.1,2
HS3_W_2098,12,d22,water,0.1,2
HS3_W_2099,12,f22,water,0.1,2
HS3_W_2100,12,h22,water,0.1,2
HS3_W_2101,12,j22,water,0.1,2
HS3_W_2102,12,l22,water,0.1,2
HS3_W_2103,12,n22,water,0.1,2
HS3_W_2104,12,p22,water,0.1,2
HS3_W_2105,12,b24,water,0.1,2
HS3_W_2106,12,d24,water,0.1,2
HS3_W_2107,12,f24,water,0.1,2
HS3_W_2108,12,h24,water,0.1,2
HS3_W_2109,12,j24,water,0.1,2
HS3_W_2110,12,l24,water,0.1,2
HS3_W_2111,12,n24,water,0.1,2
HS3_W_2112,12,p24,water,0.1,2
HS3_W_2113,12,a1,water,0.01,3
HS3_W_2114,12,c1,water,0.01,3
HS3_W_2115,12,e1,water,0.01,3
HS3_W_2116,12,g1,water,0.01,3
HS3_W_2117,12,i1,water,0.01,3
HS3_W_2118,12,k1,water,0.01,3
HS3_W_2119,12,m1,water,0.01,3
HS3_W_2120,12,o1,water,0.01,3
HS3_W_2121,12,a3,water,0.01,3
HS3_W_2122,12,c3,water,0.01,3
HS3_W_2123,12,e3,water,0.01,3
HS3_W_2124,12,g3,water,0.01,3
HS3_W_2125,12,i3,water,0.01,3
HS3_W_2126,12,k3,water,0.01,3
HS3_W_2127,12,m3,water,0.01,3
HS3_W_2128,12,o3,water,0.01,3
HS3_W_2129,12,a5,water,0.01,3
HS3_W_2130,12,c5,water,0.01,3
