Sample_name,Day,Location,Source,Inoculum_density,Plate_position
HS3_W_0833,6,a18,water,1,1
HS3_W_0834,6,c18,water,1,1
HS3_W_0835,6,e18,water,1,1
HS3_W_0836,6,g18,water,1,1
HS3_W_0837,6,i18,water,1,1
HS3_W_0838,6,k18,water,1,1
HS3_W_0839,6,m18,water,1,1
HS3_W_0840,6,o18,water,1,1
HS3_W_0841,6,a20,water,1,1
HS3_W_0842,6,c20,water,1,1
HS3_W_0843,6,e20,water,1,1
HS3_W_0844,6,g20,water,1,1
HS3_W_0845,6,i20,water,1,1
HS3_W_0846,6,k20,water,1,1
HS3_W_0847,6,m20,water,1,1
HS3_W_0848,6,o20,water,1,1
HS3_W_0849,6,a22,water,1,1
HS3_W_0850,6,c22,water,1,1
HS3_W_0851,6,e22,water,1,1
HS3_W_0852,6,g22,water,1,1
HS3_W_0853,6,i22,water,1,1
HS3_W_0854,6,k22,water,1,1
HS3_W_0855,6,m22,water,1,1
HS3_W_0856,6,o22,water,1,1
HS3_W_0857,6,a24,water,1,1
HS3_W_0858,6,c24,water,1,1
HS3_W_0859,6,e24,water,1,1
HS3_W_0860,6,g24,water,1,1
HS3_W_0861,6,i24,water,1,1
HS3_W_0862,6,k24,water,1,1
HS3_W_0863,6,m24,water,1,1
HS3_W_0864,6,o24,water,1,1
HS3_W_0865,6,b2,water,0.1,2
HS3_W_0866,6,d2,water,0.1,2
HS3_W_0867,6,f2,water,0.1,2
HS3_W_0868,6,h2,water,0.1,2
HS3_W_0869,6,j2,water,0.1,2
HS3_W_0870,6,l2,water,0.1,2
HS3_W_0871,6,n2,water,0.1,2
HS3_W_0872,6,p2,water,0.1,2
HS3_W_0873,6,b4,water,0.1,2
HS3_W_0874,6,d4,water,0.1,2
HS3_W_0875,6,f4,water,0.1,2
HS3_W_0876,6,h4,water,0.1,2
HS3_W_0877,6,j4,water,0.1,2
HS3_W_0878,6,l4,water,0.1,2
HS3_W_0879,6,n4,water,0.1,2
HS3_W_0880,6,p4,water,0.1,2
HS3_W_0881,6,b6,water,0.1,2
HS3_W_0882,6,d6,water,0.1,2
HS3_W_0883,6,f6,water,0.1,2
HS3_W_0884,6,h6,water,0.1,2
HS3_W_0885,6,j6,water,0.1,2
HS3_W_0886,6,l6,water,0.1,2
HS3_W_0887,6,n6,water,0.1,2
HS3_W_0888,6,p6,water,0.1,2
HS3_W_0889,6,b8,water,0.1,2
HS3_W_0890,6,d8,water,0.1,2
HS3_W_0891,6,f8,water,0.1,2
HS3_W_0892,6,h8,water,0.1,2
HS3_W_0893,6,j8,water,0.1,2
HS3_W_0894,6,l8,water,0.1,2
HS3_W_0895,6,n8,water,0.1,2
HS3_W_0896,6,p8,water,0.1,2
HS3_W_0897,6,b10,water,0.1,2
HS3_W_0898,6,d10,water,0.1,2
HS3_W_0899,6,f10,water,0.1,2
HS3_W_0900,6,h10,water,0.1,2
HS3_W_0901,6,j10,water,0.1,2
HS3_W_0902,6,l10,water,0.1,2
HS3_W_0903,6,n10,water,0.1,2
HS3_W_0904,6,p10,water,0.1,2
HS3_W_0905,6,b12,water,0.1,2
HS3_W_0906,6,d12,water,0.1,2
HS3_W_0907,6,f12,water,0.1,2
HS3_W_0908,6,h12,water,0.1,2
HS3_W_0909,6,j12,water,0.1,2
HS3_W_0910,6,l12,water,0.1,2
HS3_W_0911,6,n12,water,0.1,2
HS3_W_0912,6,p12,water,0.1,2
HS3_W_0913,6,b14,water,0.1,2
HS3_W_0914,6,d14,water,0.1,2
HS3_W_0915,6,f14,water,0.1,2
HS3_W_0916,6,h14,water,0.1,2
HS3_W_0917,6,j14,water,0.1,2
HS3_W_0918,6,l14,water,0.1,2
HS3_W_0919,6,n14,water,0.1,2
HS3_W_0920,6,p14,water,0.1,2
HS3_W_0921,6,b16,water,0.1,2
HS3_W_0922,6,d16,water,0.1,2
HS3_W_0923,6,f16,water,0.1,2
HS3_W_0924,6,h16,water,0.1,2
HS3_W_0925,6,j16,water,0.1,2
HS3_W_0926,6,l16,water,0.1,2
HS3_W_0927,6,n16,water,0.1,2
HS3_W_0928,6,p16,water,0.1,2
HS3_W_0929,6,b18,water,0.1,2
HS3_W_0930,6,d18,water,0.1,2
HS3_W_0931,6,f18,water,0.1,2
HS3_W_0932,6,h18,water,0.1,2
HS3_W_0933,6,j18,water,0.1,2
HS3_W_0934,6,l18,water,0.1,2
HS3_W_0935,6,n18,water,0.1,2
HS3_W_0936,6,p18,water,0.1,2
HS3_W_0937,6,b20,water,0.1,2
HS3_W_0938,6,d20,water,0.1,2
HS3_W_0939,6,f20,water,0.1,2
HS3_W_0940,6,h20,water,0.1,2
HS3_W_0941,6,j20,water,0.1,2
HS3_W_0942,6,l20,water,0.1,2
HS3_W_0943,6,n20,water,0.1,2
HS3_W_0944,6,p20,water,0.1,2
HS3_W_0945,6,b22,water,0.1,2
HS3_W_0946,6,d22,water,0.1,2
HS3_W_0947,6,f22,water,0.1,2
HS3_W_0948,6,h22,water,0.1,2
HS3_W_0949,6,j22,water,0.1,2
HS3_W_0950,6,l22,water,0.1,2
HS3_W_0951,6,n22,water,0.1,2
HS3_W_0952,6,p22,water,0.1,2
HS3_W_0953,6,b24,water,0.1,2
HS3_W_0954,6,d24,water,0.1,2
HS3_W_0955,6,f24,water,0.1,2
HS3_W_0956,6,h24,water,0.1,2
HS3_W_0957,6,j24,water,0.1,2
HS3_W_0958,6,l24,water,0.1,2
HS3_W_0959,6,n24,water,0.1,2
HS3_W_0960,6,p24,water,0.1,2
HS3_W_0961,6,a1,water,0.01,3
HS3_W_0962,6,c1,water,0.01,3
HS3_W_0963,6,e1,water,0.01,3
HS3_W_0964,6,g1,water,0.01,3
HS3_W_0965,6,i1,water,0.01,3
HS3_W_0966,6,k1,water,0.01,3
HS3_W_0967,6,m1,water,0.01,3
HS3_W_0968,6,o1,water,0.01,3
HS3_W_0969,6,a3,water,0.01,3
HS3_W_0970,6,c3,water,0.01,3
HS3_W_0971,6,e3,water,0.01,3
HS3_W_0972,6,g3,water,0.01,3
HS3_W_0973,6,i3,water,0.01,3
HS3_W_0974,6,k3,water,0.01,3
HS3_W_0975,6,m3,water,0.01,3
HS3_W_0976,6,o3,water,0.01,3
HS3_W_0977,6,a5,water,0.01,3
HS3_W_0978,6,c5,water,0.01,3
HS3_W_0979,6,e5,water,0.01,3
HS3_W_0980,6,g5,water,0.01,3
HS3_W_0981,6,i5,water,0.01,3
HS3_W_0982,6,k5,water,0.01,3
HS3_W_0983,6,m5,water,0.01,3
HS3_W_0984,6,o5,water,0.01,3
HS3_W_0985,6,a7,water,0.01,3
HS3_W_0986,6,c7,water,0.01,3
HS3_W_0987,6,e7,water,0.01,3
HS3_W_0988,6,g7,water,0.01,3
HS3_W_0989,6,i7,water,0.01,3
HS3_W_0990,6,k7,water,0.01,3
HS3_W_0991,6,m7,water,0.01,3
HS3_W_0992,6,o7,water,0.01,3
HS3_W_0993,6,a9,water,0.01,3
HS3_W_0994,6,c9,water,0.01,3
HS3_W_0995,6,e9,water,0.01,3
HS3_W_0996,6,g9,water,0.01,3
HS3_W_0997,6,i9,water,0.01,3
HS3_W_0998,6,k9,water,0.01,3
HS3_W_0999,6,m9,water,0.01,3
HS3_W_1000,6,o9,water,0.01,3
HS3_W_1001,6,a11,water,0.01,3
HS3_W_1002,6,c11,water,0.01,3
HS3_W_1003,6,e11,water,0.01,3
HS3_W_1004,6,g11,water,0.01,3
HS3_W_1005,6,i11,water,0.01,3
HS3_W_1006,6,k11,water,0.01,3
HS3_W_1007,6,m11,water,0.01,3
HS3_W_1008,6,o11,water,0.01,3
HS3_W_1009,6,a13,water,0.01,3
HS3_W_1010,6,c13,water,0.01,3
HS3_W_1011,6,e13,water,0.01,3
HS3_W_1012,6,g13,water,0.01,3
HS3_W_1013,6,i13,water,0.01,3
HS3_W_1014,6,k13,water,0.01,3
HS3_W_1015,6,m13,water,0.01,3
HS3_W_1016,6,o13,water,0.01,3
HS3_W_1017,6,a15,water,0.01,3
HS3_W_1018,6,c15,water,0.01,3
HS3_W_1019,6,e15,water,0.01,3
HS3_W_1020,6,g15,water,0.01,3
HS3_W_1021,6,i15,water,0.01,3
HS3_W_1022,6,k15,water,0.01,3
HS3_W_1023,6,m15,water,0.01,3
HS3_W_1024,6,o15,water,0.01,3
HS3_W_1025,6,a17,water,0.01,3
HS3_W_1026,6,c17,water,0.01,3
HS3_W_1027,6,e17,water,0.01,3
HS3_W_1028,6,g17,water,0.01,3
HS3_W_1029,6,i17,water,0.01,3
HS3_W_1030,6,k17,water,0.01,3
HS3_W_1031,6,m17,water,0.01,3
HS3_W_1032,6,o17,water,0.01,3
HS3_W_1033,6,a19,water,0.01,3
HS3_W_1034,6,c19,water,0.01,3
HS3_W_1035,6,e19,water,0.01,3
HS3_W_1036,6,g19,water,0.01,3
HS3_W_1037,6,i19,water,0.01,3
HS3_W_1038,6,k19,water,0.01,3
HS3_W_1039,6,m19,water,0.01,3
HS3_W_1040,6,o19,water,0.01,3
HS3_W_1041,6,a21,water,0.01,3
HS3_W_1042,6,c21,water,0.01,3
HS3_W_1043,6,e21,water,0.01,3
HS3_W_1044,6,g21,water,0.01,3
HS3_W_1045,6,i21,water,0.01,3
HS3_W_1046,6,k21,water,0.01,3
HS3_W_1047,6,m21,water,0.01,3
HS3_W_1048,6,o21,water,0.01,3
HS3_W_1049,6,a23,water,0.01,3
HS3_W_1050,6,c23,water,0.01,3
HS3_W_1051,6,e23,water,0.01,3
HS3_W_1052,6,g23,water,0.01,3
HS3_W_1053,6,i23,water,0.01,3
HS3_W_1054,6,k23,water,0.01,3
HS3_W_1055,6,m23,water,0.01,3
HS3_W_1056,6,o23,water,0.01,3
HS3_W_1057,6,b1,water,0.001,4
HS3_W_1058,6,d1,water,0.001,4
HS3_W_1059,6,f1,water,0.001,4
HS3_W_1060,6,h1,water,0.001,4
HS3_W_1061,6,j1,water,0.001,4
HS3_W_1062,6,l1,water,0.001,4
HS3_W_1063,6,n1,water,0.001,4
HS3_W_1064,6,p1,water,0.001,4
HS3_W_1065,6,b3,water,0.001,4
HS3_W_1066,6,d3,water,0.001,4
HS3_W_1067,6,f3,water,0.001,4
HS3_W_1068,6,h3,water,0.001,4
HS3_W_1069,6,j3,water,0.001,4
HS3_W_1070,6,l3,water,0.001,4
HS3_W_1071,6,n3,water,0.001,4
HS3_W_1072,6,p3,water,0.001,4
HS3_W_1073,6,b5,water,0.001,4
HS3_W_1074,6,d5,water,0.001,4
HS3_W_1075,6,f5,water,0.001,4
HS3_W_1076,6,h5,water,0.001,4
HS3_W_1077,6,j5,water,0.001,4
HS3_W_1078,6,l5,water,0.001,4
HS3_W_1079,6,n5,water,0.001,4
HS3_W_1080,6,p5,water,0.001,4
HS3_W_1081,6,b7,water,0.001,4
HS3_W_1082,6,d7,water,0.001,4
HS3_W_1083,6,f7,water,0.001,4
HS3_W_1084,6,h7,water,0.001,4
HS3_W_1085,6,j7,water,0.001,4
HS3_W_1086,6,l7,water,0.001,4
HS3_W_1087,6,n7,water,0.001,4
HS3_W_1088,6,p7,water,0.001,4
HS3_W_1089,6,b9,water,0.001,4
HS3_W_1090,6,d9,water,0.001,4
HS3_W_1091,6,f9,water,0.001,4
HS3_W_1092,6,h9,water,0.001,4
HS3_W_1093,6,j9,water,0.001,4
HS3_W_1094,6,l9,water,0.001,4
HS3_W_1095,6,n9,water,0.001,4
HS3_W_1096,6,p9,water,0.001,4
HS3_W_1097,6,b11,water,0.001,4
HS3_W_1098,6,d11,water,0.001,4
HS3_W_1099,6,f11,water,0.001,4
HS3_W_1100,6,h11,water,0.001,4
HS3_W_1101,6,j11,water,0.001,4
HS3_W_1102,6,l11,water,0.001,4
HS3_W_1103,6,n11,water,0.001,4
HS3_W_1104,6,p11,water,0.001,4
HS3_W_1105,6,b13,water,0.001,4
HS3_W_1106,6,d13,water,0.001,4
HS3_W_1107,6,f13,water,0.001,4
HS3_W_1108,6,h13,water,0.001,4
HS3_W_1109,6,j13,water,0.001,4
HS3_W_1110,6,l13,water,0.001,4
HS3_W_1111,6,n13,water,0.001,4
HS3_W_1112,6,p13,water,0.001,4
HS3_W_1113,6,b15,water,0.001,4
HS3_W_1114,6,d15,water,0.001,4
HS3_W_1115,6,f15,water,0.001,4
HS3_W_1116,6,h15,water,0.001,4
HS3_W_1117,6,j15,water,0.001,4
HS3_W_1118,6,l15,water,0.001,4
HS3_W_1119,6,n15,water,0.001,4
HS3_W_1120,6,p15,water,0.001,4
HS3_W_1121,6,b17,water,0.001,4
HS3_W_1122,6,d17,water,0.001,4
HS3_W_1123,6,f17,water,0.001,4
HS3_W_1124,6,h17,water,0.001,4
HS3_W_1125,6,j17,water,0.001,4
HS3_W_1126,6,l17,water,0.001,4
HS3_W_1127,6,n17,water,0.001,4
HS3_W_1128,6,p17,water,0.001,4
HS3_W_1129,6,b19,water,0.001,4
HS3_W_1130,6,d19,water,0.001,4
HS3_W_1131,6,f19,water,0.001,4
HS3_W_1132,6,h19,water,0.001,4
HS3_W_1133,6,j19,water,0.001,4
HS3_W_1134,6,l19,water,0.001,4
HS3_W_1135,6,n19,water,0.001,4
HS3_W_1136,6,p19,water,0.001,4
HS3_W_1137,6,b21,water,0.001,4
HS3_W_1138,6,d21,water,0.001,4
HS3_W_1139,6,f21,water,0.001,4
HS3_W_1140,6,h21,water,0.001,4
HS3_W_1141,6,j21,water,0.001,4
HS3_W_1142,6,l21,water,0.001,4
HS3_W_1143,6,n21,water,0.001,4
HS3_W_1144,6,p21,water,0.001,4
HS3_W_1145,6,b23,water,0.001,4
HS3_W_1146,6,d23,water,0.001,4
HS3_W_1147,6,f23,water,0.001,4
HS3_W_1148,6,h23,water,0.001,4
HS3_W_1149,6,j23,water,0.001,4
HS3_W_1150,6,l23,water,0.001,4
HS3_W_1151,6,n23,water,0.001,4
HS3_W_1152,6,p23,water,0.001,4
HS3_W_1153,8,a2,water,1,1
HS3_W_1154,8,c2,water,1,1
HS3_W_1155,8,e2,water,1,1
HS3_W_1156,8,g2,water,1,1
HS3_W_1157,8,i2,water,1,1
HS3_W_1158,8,k2,water,1,1
HS3_W_1159,8,m2,water,1,1
HS3_W_1160,8,o2,water,1,1
HS3_W_1161,8,a4,water,1,1
HS3_W_1162,8,c4,water,1,1
HS3_W_1163,8,e4,water,1,1
HS3_W_1164,8,g4,water,1,1
HS3_W_1165,8,i4,water,1,1
HS3_W_1166,8,k4,water,1,1
HS3_W_1167,8,m4,water,1,1
HS3_W_1168,8,o4,water,1,1
HS3_W_1169,8,a6,water,1,1
HS3_W_1170,8,c6,water,1,1
HS3_W_1171,8,e6,water,1,1
HS3_W_1172,8,g6,water,1,1
HS3_W_1173,8,i6,water,1,1
HS3_W_1174,8,k6,water,1,1
HS3_W_1175,8,m6,water,1,1
HS3_W_1176,8,o6,water,1,1
HS3_W_1177,8,a8,water,1,1
HS3_W_1178,8,c8,water,1,1
HS3_W_1179,8,e8,water,1,1
HS3_W_1180,8,g8,water,1,1
HS3_W_1181,8,i8,water,1,1
HS3_W_1182,8,k8,water,1,1
HS3_W_1183,8,m8,water,1,1
HS3_W_1184,8,o8,water,1,1
HS3_W_1185,8,a10,water,1,1
HS3_W_1186,8,c10,water,1,1
HS3_W_1187,8,e10,water,1,1
HS3_W_1188,8,g10,water,1,1
HS3_W_1189,8,i10,water,1,1
HS3_W_1190,8,k10,water,1,1
HS3_W_1191,8,m10,water,1,1
HS3_W_1192,8,o10,water,1,1
HS3_W_1193,8,a12,water,1,1
HS3_W_1194,8,c12,water,1,1
HS3_W_1195,8,e12,water,1,1
HS3_W_1196,8,g12,water,1,1
HS3_W_1197,8,i12,water,1,1
HS3_W_1198,8,k12,water,1,1
HS3_W_1199,8,m12,water,1,1
HS3_W_1200,8,o12,water,1,1
HS3_W_1201,8,a14,water,1,1
HS3_W_1202,8,c14,water,1,1
HS3_W_1203,8,e14,water,1,1
HS3_W_1204,8,g14,water,1,1
HS3_W_1205,8,i14,water,1,1
HS3_W_1206,8,k14,water,1,1
HS3_W_1207,8,m14,water,1,1
HS3_W_1208,8,o14,water,1,1
HS3_W_1209,8,a16,water,1,1
HS3_W_1210,8,c16,water,1,1
HS3_W_1211,8,e16,water,1,1
HS3_W_1212,8,g16,water,1,1
HS3_W_1213,8,i16,water,1,1
HS3_W_1214,8,k16,water,1,1
HS3_W_1215,8,m16,water,1,1
HS3_W_1216,8,o16,water,1,1
HS3_W_1217,8,a18,water,1,1
HS3_W_1218,8,c18,water,1,1
HS3_W_1219,8,e18,water,1,1
HS3_W_1220,8,g18,water,1,1
HS3_W_1221,8,i18,water,1,1
HS3_W_1222,8,k18,water,1,1
HS3_W_1223,8,m18,water,1,1
HS3_W_1224,8,o18,water,1,1
HS3_W_1225,8,a20,water,1,1
HS3_W_1226,8,c20,water,1,1
HS3_W_1227,8,e20,water,1,1
HS3_W_1228,8,g20,water,1,1
HS3_W_1229,8,i20,water,1,1
HS3_W_1230,8,k20,water,1,1
HS3_W_1231,8,m20,water,1,1
HS3_W_1232,8,o20,water,1,1
HS3_W_1233,8,a22,water,1,1
HS3_W_1234,8,c22,water,1,1
HS3_W_1235,8,e22,water,1,1
HS3_W_1236,8,g22,water,1,1
HS3_W_1237,8,i22,water,1,1
HS3_W_1238,8,k22,water,1,1
HS3_W_1239,8,m22,water,1,1
HS3_W_1240,8,o22,water,1,1
HS3_W_1241,8,a24,water,1,1
HS3_W_1242,8,c24,water,1,1
HS3_W_1243,8,e24,water,1,1
HS3_W_1244,8,g24,water,1,1
HS3_W_1245,8,i24,water,1,1
HS3_W_1246,8,k24,water,1,1
HS3_W_1247,8,m24,water,1,1
HS3_W_1248,8,o24,water,1,1
HS3_W_1249,8,b2,water,0.1,2
HS3_W_1250,8,d2,water,0.1,2
HS3_W_1251,8,f2,water,0.1,2
HS3_W_1252,8,h2,water,0.1,2
HS3_W_1253,8,j2,water,0.1,2
HS3_W_1254,8,l2,water,0.1,2
HS3_W_1255,8,n2,water,0.1,2
HS3_W_1256,8,p2,water,0.1,2
HS3_W_1257,8,b4,water,0.1,2
HS3_W_1258,8,d4,water,0.1,2
HS3_W_1259,8,f4,water,0.1,2
HS3_W_1260,8,h4,water,0.1,2
HS3_W_1261,8,j4,water,0.1,2
HS3_W_1262,8,l4,water,0.1,2
HS3_W_1263,8,n4,water,0.1,2
HS3_W_1264,8,p4,water,0.1,2
HS3_W_1265,8,b6,water,0.1,2
HS3_W_1266,8,d6,water,0.1,2
HS3_W_1267,8,f6,water,0.1,2
HS3_W_1268,8,h6,water,0.1,2
HS3_W_1269,8,j6,water,0.1,2
HS3_W_1270,8,l6,water,0.1,2
HS3_W_1271,8,n6,water,0.1,2
HS3_W_1272,8,p6,water,0.1,2
HS3_W_1273,8,b8,water,0.1,2
HS3_W_1274,8,d8,water,0.1,2
HS3_W_1275,8,f8,water,0.1,2
HS3_W_1276,8,h8,water,0.1,2
HS3_W_1277,8,j8,water,0.1,2
HS3_W_1278,8,l8,water,0.1,2
HS3_W_1279,8,n8,water,0.1,2
HS3_W_1280,8,p8,water,0.1,2
HS3_W_1281,8,b10,water,0.1,2
HS3_W_1282,8,d10,water,0.1,2
HS3_W_1283,8,f10,water,0.1,2
HS3_W_1284,8,h10,water,0.1,2
HS3_W_1285,8,j10,water,0.1,2
HS3_W_1286,8,l10,water,0.1,2
HS3_W_1287,8,n10,water,0.1,2
HS3_W_1288,8,p10,water,0.1,2
HS3_W_1289,8,b12,water,0.1,2
HS3_W_1290,8,d12,water,0.1,2
HS3_W_1291,8,f12,water,0.1,2
HS3_W_1292,8,h12,water,0.1,2
HS3_W_1293,8,j12,water,0.1,2
HS3_W_1294,8,l12,water,0.1,2
HS3_W_1295,8,n12,water,0.1,2
HS3_W_1296,8,p12,water,0.1,2
HS3_W_1297,8,b14,water,0.1,2
HS3_W_1298,8,d14,water,0.1,2
HS3_W_1299,8,f14,water,0.1,2
HS3_W_1300,8,h14,water,0.1,2
HS3_W_1301,8,j14,water,0.1,2
HS3_W_1302,8,l14,water,0.1,2
HS3_W_1303,8,n14,water,0.1,2
HS3_W_1304,8,p14,water,0.1,2
HS3_W_1305,8,b16,water,0.1,2
HS3_W_1306,8,d16,water,0.1,2
HS3_W_1307,8,f16,water,0.1,2
HS3_W_1308,8,h16,water,0.1,2
HS3_W_1309,8,j16,water,0.1,2
HS3_W_1310,8,l16,water,0.1,2
HS3_W_1311,8,n16,water,0.1,2
HS3_W_1312,8,p16,water,0.1,2
HS3_W_1313,8,b18,water,0.1,2
HS3_W_1314,8,d18,water,0.1,2
HS3_W_1315,8,f18,water,0.1,2
HS3_W_1316,8,h18,water,0.1,2
HS3_W_1317,8,j18,water,0.1,2
HS3_W_1318,8,l18,water,0.1,2
HS3_W_1319,8,n18,water,0.1,2
HS3_W_1320,8,p18,water,0.1,2
HS3_W_1321,8,b20,water,0.1,2
HS3_W_1322,8,d20,water,0.1,2
HS3_W_1323,8,f20,water,0.1,2
HS3_W_1324,8,h20,water,0.1,2
HS3_W_1325,8,j20,water,0.1,2
HS3_W_1326,8,l20,water,0.1,2
HS3_W_1327,8,n20,water,0.1,2
HS3_W_1328,8,p20,water,0.1,2
HS3_W_1329,8,b22,water,0.1,2
HS3_W_1330,8,d22,water,0.1,2
HS3_W_1331,8,f22,water,0.1,2
HS3_W_1332,8,h22,water,0.1,2
HS3_W_1333,8,j22,water,0.1,2
HS3_W_1334,8,l22,water,0.1,2
HS3_W_1335,8,n22,water,0.1,2
HS3_W_1336,8,p22,water,0.1,2
HS3_W_1337,8,b24,water,0.1,2
HS3_W_1338,8,d24,water,0.1,2
HS3_W_1339,8,f24,water,0.1,2
HS3_W_1340,8,h24,water,0.1,2
HS3_W_1341,8,j24,water,0.1,2
HS3_W_1342,8,l24,water,0.1,2
HS3_W_1343,8,n24,water,0.1,2
HS3_W_1344,8,p24,water,0.1,2
HS3_W_1345,8,a1,water,0.01,3
HS3_W_1346,8,c1,water,0.01,3
HS3_W_1347,8,e1,water,0.01,3
HS3_W_1348,8,g1,water,0.01,3
HS3_W_1349,8,i1,water,0.01,3
HS3_W_1350,8,k1,water,0.01,3
HS3_W_1351,8,m1,water,0.01,3
HS3_W_1352,8,o1,water,0.01,3
HS3_W_1353,8,a3,water,0.01,3
HS3_W_1354,8,c3,water,0.01,3
HS3_W_1355,8,e3,water,0.01,3
HS3_W_1356,8,g3,water,0.01,3
HS3_W_1357,8,i3,water,0.01,3
HS3_W_1358,8,k3,water,0.01,3
HS3_W_1359,8,m3,water,0.01,3
HS3_W_1360,8,o3,water,0.01,3
HS3_W_1361,8,a5,water,0.01,3
HS3_W_1362,8,c5,water,0.01,3
HS3_W_1363,8,e5,water,0.01,3
HS3_W_1364,8,g5,water,0.01,3
HS3_W_1365,8,i5,water,0.01,3
HS3_W_1366,8,k5,water,0.01,3
HS3_W_1367,8,m5,water,0.01,3
HS3_W_1368,8,o5,water,0.01,3
HS3_W_1369,8,a7,water,0.01,3
HS3_W_1370,8,c7,water,0.01,3
HS3_W_1371,8,e7,water,0.01,3
HS3_W_1372,8,g7,water,0.01,3
HS3_W_1373,8,i7,water,0.01,3
HS3_W_1374,8,k7,water,0.01,3
HS3_W_1375,8,m7,water,0.01,3
HS3_W_1376,8,o7,water,0.01,3
HS3_W_1377,8,a9,water,0.01,3
HS3_W_1378,8,c9,water,0.01,3
HS3_W_1379,8,e9,water,0.01,3
HS3_W_1380,8,g9,water,0.01,3
HS3_W_1381,8,i9,water,0.01,3
HS3_W_1382,8,k9,water,0.01,3
HS3_W_1383,8,m9,water,0.01,3
HS3_W_1384,8,o9,water,0.01,3
HS3_W_1385,8,a11,water,0.01,3
HS3_W_1386,8,c11,water,0.01,3
HS3_W_1387,8,e11,water,0.01,3
HS3_W_1388,8,g11,water,0.01,3
HS3_W_1389,8,i11,water,0.01,3
HS3_W_1390,8,k11,water,0.01,3
HS3_W_1391,8,m11,water,0.01,3
HS3_W_1392,8,o11,water,0.01,3
HS3_W_1393,8,a13,water,0.01,3
HS3_W_1394,8,c13,water,0.01,3
HS3_W_1395,8,e13,water,0.01,3
HS3_W_1396,8,g13,water,0.01,3
HS3_W_1397,8,i13,water,0.01,3
HS3_W_1398,8,k13,water,0.01,3
HS3_W_1399,8,m13,water,0.01,3
HS3_W_1400,8,o13,water,0.01,3
HS3_W_1401,8,a15,water,0.01,3
HS3_W_1402,8,c15,water,0.01,3
HS3_W_1403,8,e15,water,0.01,3
HS3_W_1404,8,g15,water,0.01,3
HS3_W_1405,8,i15,water,0.01,3
HS3_W_1406,8,k15,water,0.01,3
HS3_W_1407,8,m15,water,0.01,3
HS3_W_1408,8,o15,water,0.01,3
HS3_W_1409,8,a17,water,0.01,3
HS3_W_1410,8,c17,water,0.01,3
HS3_W_1411,8,e17,water,0.01,3
HS3_W_1412,8,g17,water,0.01,3
HS3_W_1413,8,i17,water,0.01,3
HS3_W_1414,8,k17,water,0.01,3
HS3_W_1415,8,m17,water,0.01,3
HS3_W_1416,8,o17,water,0.01,3
HS3_W_1417,8,a19,water,0.01,3
HS3_W_1418,8,c19,water,0.01,3
HS3_W_1419,8,e19,water,0.01,3
HS3_W_1420,8,g19,water,0.01,3
HS3_W_1421,8,i19,water,0.01,3
HS3_W_1422,8,k19,water,0.01,3
HS3_W_1423,8,m19,water,0.01,3
HS3_W_1424,8,o19,water,0.01,3
HS3_W_1425,8,a21,water,0.01,3
HS3_W_1426,8,c21,water,0.01,3
HS3_W_1427,8,e21,water,0.01,3
HS3_W_1428,8,g21,water,0.01,3
HS3_W_1429,8,i21,water,0.01,3
HS3_W_1430,8,k21,water,0.01,3
HS3_W_1431,8,m21,water,0.01,3
HS3_W_1432,8,o21,water,0.01,3
HS3_W_1433,8,a23,water,0.01,3
HS3_W_1434,8,c23,water,0.01,3
HS3_W_1435,8,e23,water,0.01,3
HS3_W_1436,8,g23,water,0.01,3
HS3_W_1437,8,i23,water,0.01,3
HS3_W_1438,8,k23,water,0.01,3
HS3_W_1439,8,m23,water,0.01,3
HS3_W_1440,8,o23,water,0.01,3
HS3_W_1441,8,b1,water,0.001,4
HS3_W_1442,8,d1,water,0.001,4
HS3_W_1443,8,f1,water,0.001,4
HS3_W_1444,8,h1,water,0.001,4
HS3_W_1445,8,j1,water,0.001,4
HS3_W_1446,8,l1,water,0.001,4
HS3_W_1447,8,n1,water,0.001,4
HS3_W_1448,8,p1,water,0.001,4
HS3_W_1449,8,b3,water,0.001,4
HS3_W_1450,8,d3,water,0.001,4
HS3_W_1451,8,f3,water,0.001,4
HS3_W_1452,8,h3,water,0.001,4
HS3_W_1453,8,j3,water,0.001,4
HS3_W_1454,8,l3,water,0.001,4
HS3_W_1455,8,n3,water,0.001,4
HS3_W_1456,8,p3,water,0.001,4
HS3_W_1457,8,b5,water,0.001,4
HS3_W_1458,8,d5,water,0.001,4
HS3_W_1459,8,f5,water,0.001,4
HS3_W_1460,8,h5,water,0.001,4
HS3_W_1461,8,j5,water,0.001,4
HS3_W_1462,8,l5,water,0.001,4
HS3_W_1463,8,n5,water,0.001,4
HS3_W_1464,8,p5,water,0.001,4
HS3_W_1465,8,b7,water,0.001,4
HS3_W_1466,8,d7,water,0.001,4
HS3_W_1467,8,f7,water,0.001,4
HS3_W_1468,8,h7,water,0.001,4
HS3_W_1469,8,j7,water,0.001,4
HS3_W_1470,8,l7,water,0.001,4
HS3_W_1471,8,n7,water,0.001,4
HS3_W_1472,8,p7,water,0.001,4
HS3_W_1473,8,b9,water,0.001,4
HS3_W_1474,8,d9,water,0.001,4
HS3_W_1475,8,f9,water,0.001,4
HS3_W_1476,8,h9,water,0.001,4
HS3_W_1477,8,j9,water,0.001,4
HS3_W_1478,8,l9,water,0.001,4
